name,ric,currency,org_permid,isin
ARROW SYNDICATE,ARROWm.BK,TB,5037850096.0,TH4151010006
ASEFA,ASEFA.BK,TB,5045848335.0,TH6650010007
ASIA HOTEL NVDR,ASIAN.BK,TB,4295893176.0,TH0405010Y02
ASIA METAL,AMC.BK,TB,4295892698.0,TH0783010000
ASIA NETWORK INTERNATIONAL,ANI.BK,TB,5086479556.0,THB627010002
ASIA PLUS GROUP HDG.,ASP.BK,TB,4295892752.0,TH0137A10Y00
ASIA PRECISION,APCS.BK,TB,5028043672.0,TH1071010009
ASIA SERMKIJ LEASING,ASK.BK,TB,4295892840.0,TH0816010001
ASIAN ALLIANCE INTERNATIONAL,AAI.BK,TB,5000061563.0,THA984010001
ASIAN INSULATORS,AI.BK,TB,4295893437.0,TH0790B10Z06
ASIAN MARINE SERVICES,ASIMAR.BK,TB,4295893182.0,TH0544A10Z06
ASIAN PALM OIL,APOm.BK,TB,5083243301.0,THB886010008
ASIAN PHYTOCEUTICALS,APCO.BK,TB,5001110820.0,TH1077A10Z09
ASPHERE INNOVATIONS,AS.BK,TB,4298008699.0,TH0963A10Z08
ASSET FIVE GROUP,A5.BK,TB,4295893427.0,TH0746010Z08
ASSETWISE,ASW.BK,TB,5063362419.0,THA263010003
ATLAS ENERGY,ATLAS.BK,TB,5083194996.0,THD346010008
ATP30,ATP30m.BK,TB,5045944386.0,TH6703010004
AURORA DESIGN,AURA.BK,TB,5054412715.0,THB100010008
AUTOCORP HOLDING,ACG.BK,TB,5066535319.0,TH9115010000
B-52 CAPITAL,B52.BK,TB,4295892799.0,TH0045D10Z07
BANGKOK DEC-CON,BKD.BK,TB,5035754118.0,TH4748010006
BANGKOK LAB AND COSMETIC,BLC.BK,TB,5045944656.0,THB407010008
BANGKOK LAND,BLAND.BK,TB,4295892753.0,TH0285B10Z08
BANGKOK RANCH,BR.BK,TB,5046394454.0,TH4683010003
BANGKOK SHEET METAL,BMm.BK,TB,5040945032.0,TH7207010003
BANGKOK UNION IN.,BUI.BK,TB,4295893139.0,TH0139010001
BBGI,BBGI.BK,TB,5080022453.0,THA307010001
BEC WORLD,BEC.BK,TB,4295892945.0,TH0592010Z06
BEGISTICS ORS,B.BK,TB,4295893425.0,TH0709B10Z06
BERYL 8 PLUS,BE8m.BK,TB,5081084031.0,THA532010008
BETTER WORLD GREEN,BWG.BK,TB,4295893335.0,TH0954010Z08
BEYOND SECURITIES,BYD.BK,TB,4295893018.0,TH0658B10Z07
BG CONTAINER GLASS PUBLIC,BGC.BK,TB,5063736486.0,TH8777010001
BGK.AVIATION FUEL SVS.,BAFS.BK,TB,4295893173.0,TH0669010Z02
BGT,BGTm.BK,TB,4295893334.0,TH0962010Z01
BHIRAJ OFFICE LEASEHOLD REIT,BOFFICEu.BK,TB,5057762943.0,TH8406010000
BIG CAMERA,BIG.BK,TB,4295892984.0,TH0234B10Z00
BIO GREEN ENERGY TECH,BIOTEC.BK,TB,4295892790.0,TH0174A10Z03
BIOSCIENCE ANIMAL HEALTH,BISm.BK,TB,5062390135.0,THA776010003
BJC HEAVY INDUSTRIES,BJCHI.BK,TB,5040059405.0,TH4920A10Z02
BLESS ASSET GROUP,BLESSm.BK,TB,5062383418.0,THA864010006
BLISS INTELLIGENCE SUSP - SUSP.25/03/24,BLISS.BK,TB,4295893450.0,TH0812B10Z00
BLUEVENTURE GROUP,BVGm.BK,TB,4297856224.0,THB222010001
BOUTIQUE CORPORATION,BCm.BK,TB,5051601904.0,TH9453010000
BPS TECHNOLOGY,BPSm.BK,TB,5086795846.0,THB992010009
BRITANIA,BRI.BK,TB,5081155604.0,THA563010000
BT WEALTH INDUSTRIES,BTWm.BK,TB,5050311740.0,TH7319010008
BTS RAL.MSTI.GW. INFR.,BTSGIFu.BK,TB,5038910345.0,TH4447010000
BUALUANG OFFICE LEASEHOLD REIT,B-WORKu.BK,TB,5057937818.0,TH8427010005
BUILDERSMART,BSMm.BK,TB,4295893351.0,TH0971A10Z08
BURIRAM SUG.GP. PWPL. INFR.,BRRGIFu.BK,TB,5053128930.0,TH8061010006
BURIRAM SUGAR,BRR.BK,TB,5042936490.0,TH6011010001
BUSINESS ALIGNMENT,BIZ.BK,TB,5050925620.0,TH7349010002
BUSINESS ONLINE,BOLm.BK,TB,4295892751.0,TH0771010Z06
C P TOWER REAL ESTATE INVESTMENT TRUST,CPTREITu.BK,TB,5090723798.0,THC575010002
CAPITAL ENGR.NETWORK,CEN.BK,TB,4295893183.0,TH0230A10Z05
CASTLE PEAK HOLDINGS,CPH.BK,TB,4295892963.0,TH0290010006
CAZ THAILAND PUBLIC,CAZm.BK,TB,5065297409.0,TH8886010009
CENTARA H&R.LH.PR.,CTARAFu.BK,TB,4298072340.0,TH0998010001
CHAI WATANA TANNERY,CWT.BK,TB,4295892977.0,TH0225A10Z02
