name,ric,currency,org_permid,isin
HYDRO POWER JSC- POWER NO 3,DRL.HM,VD,5037366344.0,VN000000DRL9
I D I INTDVT.&.INV.,IDI.HM,VD,5035166203.0,VN000000IDI4
ICAPITAL INVESTMENT JSC,PTC.HM,VD,4298095713.0,VN000000PTC8
ICD TAN CANG - LONG BINH JOINT STOCK COMPANY,ILB.HM,VD,5038907838.0,VN000000ILB2
IDICO INFR.DEV.INV.,HTI.HM,VD,5000264126.0,VN000000HTI2
IDICO URBAN AND HSE.DEV.,UIC.HM,VD,4297808191.0,VN000000UIC1
IMEXPHARM,IMP.HM,VD,4297707614.0,VN000000IMP0
INDUSTRIAL URBAN DEV.,D2D.HM,VD,4296201891.0,VN000000D2D0
INTERNATIONAL GAS PDT. SHIP.,GSP.HM,VD,5001231109.0,VN000000GSP1
INV.& TRDG.OF RLST.,ITC.HM,VD,4297880503.0,VN000000ITC3
ITD TECHNOLOGY,ITD.HM,VD,5000593591.0,VN000000ITD1
JAP.VTM.MED.INV.&. DEV. JSC,JVC.HM,VD,5035168166.0,VN000000JVC7
JSC.FOR TELECOMS &.INTC.,ICT.HM,VD,5035933766.0,VN000000ICT3
KHAI HOAN LAND REAL ESTATE,KHG.HM,VD,5058984998.0,VN000000KHG5
KHANH HOA POWER,KHP.HM,VD,4297736573.0,VN000000KHP6
KIDO GROUP,KDC.HM,VD,4296568270.0,VN000000KDC3
KIEN LNG.COML.JST. BK.,KLB.HM,VD,5001080140.0,VN000000KLB8
LAMDONG MINERALS AND BUILDING MATERIALS,LBM.HM,VD,4297707616.0,VN000000LBM4
LDG INVESTMENT,LDG.HM,VD,5035757280.0,VN000000LDG2
LILAMA 10,L10.HM,VD,4298093670.0,VN000000L102
LILAMA 18,LM8.HM,VD,5000842844.0,VN000000LM88
LIX DETERGENT,LIX.HM,VD,5000594476.0,VN000000LIX6
LIZEN,LCG.HM,VD,4298105034.0,VN000000LCG4
LNG.GIANG INV.&.URB.DEV.,LGL.HM,VD,5000434349.0,VN000000LGL5
LOGISTICS VICEM JSC,HTV.HM,VD,4297490732.0,VN000000HTV5
LONG AN FOOD PROCESSING EXPORT,LAF.HM,VD,4297264672.0,VN000000LAF0
LONG HAU,LHG.HM,VD,5000674428.0,VN000000LHG3
MATERIALS PETROLEUM,COM.HM,VD,4297691511.0,VN000000COM6
MHC,MHC.HM,VD,4297340318.0,VN000000MHC0
MIEN DONG,MDG.HM,VD,5001425859.0,VN000000MDG0
MILITARY INSURANCE CORPORATION,MIG.HM,VD,5037478774.0,VN000000MIG9
MINH HUNG QUANG TRI JOINT STOCK COMPANY,GMH.HM,VD,5058984855.0,VN000000GMH1
MIRAE,KMR.HM,VD,4298082905.0,VN000000KMR2
MY CHAU PRINTING AND PACKAGING,MCP.HM,VD,4296192351.0,VN000000MCP3
NAFOODS GROUP,NAF.HM,VD,5046711193.0,VN000000NAF6
NAM HOA TRADING AND PRODUCTION,NHT.HM,VD,4297294737.0,VN000000NHT2
NAM KIM STEEL,NKG.HM,VD,4298064354.0,VN000000NKG3
NAM LONG INVESTMENT,NLG.HM,VD,5000400522.0,VN000000NLG1
NAM TAN UYEN,NTC.HM,VD,5035251261.0,VN000000NTC3
NAM VIET,ANV.HM,VD,4297707618.0,VN000000ANV3
NAM VIET,NAV.HM,VD,4298486186.0,VN000000NAV3
NATIONAL SEED,NSC.HM,VD,4297707619.0,VN000000NSC5
NINH VAN BAY REAL ESTATE,NVT.HM,VD,5000725343.0,VN000000NVT3
NOIBAI CARGO TERMINAL SERVICES,NCT.HM,VD,5038907832.0,VN000000NCT3
OCEAN GROUP,OGC.HM,VD,5000718610.0,VN000000OGC8
OPC PHARMACEUTICAL,OPC.HM,VD,4298100409.0,VN000000OPC9
PC1 GROUP,PC1.HM,VD,5052133489.0,VN000000PC11
PETRO CENTER CORPORATION,PMG.HM,VD,5060556344.0,VN000000PMG4
PETROLIMEX GAS,PGC.HM,VD,4297788701.0,VN000000PGC5
PETROLIMEX INSURANCE,PGI.HM,VD,5035420966.0,VN000000PGI2
PETROLIMEX JST.TANKER,PJT.HM,VD,4297707620.0,VN000000PJT3
PETROVIETNAM FCM.,DPM.HM,VD,4297694508.0,VN000000DPM1
PETROVIETNAM GEN.SVS.,PET.HM,VD,4297811012.0,VN000000PET4
PETROVIETNAM LRG.DS.,PGD.HM,VD,5000587951.0,VN000000PGD3
PETROVIETNAM TRSP.CORP.,PVT.HM,VD,4297855161.0,VN000000PVT8
PHA LAI THERMAL PWR.,PPC.HM,VD,4297707621.0,VN000000PPC6
PHA LE PLSTC.MNFG. &. TECH.JSC,PLP.HM,VD,5057761959.0,VN000000PLP7
PHAT DAT RLST.DEV.,PDR.HM,VD,5000805199.0,VN000000PDR0
PHUCHUNG INCON.&. IMPORT-EXPORT,PHC.HM,VD,5000479035.0,VN000000PHC3
PHUOC HOA RUBBER,PHR.HM,VD,5000061248.0,VN000000PHR1
PHUONG DONG VIET SHIPPING AND LOGISTICS,PDV.HM,VD,5037439282.0,VN000000PDV2
PHUONG NAM CULTURAL,PNC.HM,VD,4297488056.0,VN000000PNC1
POWER ENGINEERIN 2,TV2.HM,VD,5000438827.0,VN000000TV22
RANG DONG LIGHT SOURCE AND VACUUM FLASK,RAL.HM,VD,4296301869.0,VN000000RAL5
ROX KEY HOLDINGS JSC,TN1.HM,VD,5068932117.0,VN000000TN14
RYL.MANF.&.INV.JSC.,RYG.HM,VD,5058981461.0,VN000000RYG5
S P M,SPM.HM,VD,5000736921.0,VN000000SPM9
SAI GON TELECM.& TECHS.,SGT.HM,VD,4298093627.0,VN000000SGT3
SAI GON THUONG TIN REAL ESTATE,SCR.HM,VD,5001120516.0,VN000000SCR6
SAIGON CARGO SERVICE,SCS.HM,VD,5000951261.0,VN000000SCS4
SAIGON FUEL,SFC.HM,VD,4296656420.0,VN000000SFC1
SAIGON GENERAL SERVICE,SVC.HM,VD,4296720089.0,VN000000SVC8
SAIGON GROUND SERVICES,SGN.HM,VD,5001119829.0,VN000000SGN6
SAIGON MACHINERY SPARE PARTS,SMA.HM,VD,5001182685.0,VN000000SMA1
SAIGON VIENDONG TECH.,SVT.HM,VD,5035752913.0,VN000000SVT2
SAO MAI GROUP,ASM.HM,VD,5000057572.0,VN000000ASM1
SAO TA FOODS,FMC.HM,VD,4297925542.0,VN000000FMC4
SAO VANG RUBBER,SRC.HM,VD,4298091357.0,VN000000SRC6
SEA & AIR FREIGHT INTL.,SFI.HM,VD,4298094378.0,VN000000SFI8
SESAN 4A HYDROELECTRIC,S4A.HM,VD,5035253313.0,VN000000S4A5
SIAM BROTHERS VIETNAM,SBV.HM,VD,5055941071.0,VN000000SBV0
SJ GROUP JSC,SJS.HM,VD,4298422798.0,VN000000SJS9
SMC TRADING INVESTMENT,SMC.HM,VD,4298094382.0,VN000000SMC7
SON HA INTERNATIONAL,SHI.HM,VD,5000616049.0,VN000000SHI4
SON HA SAI GON,SHA.HM,VD,5035311184.0,VN000000SHA1
SONADEZI CHAU DUC SHAREHOLDING COMPANY,SZC.HM,VD,5035172861.0,VN000000SZC9
SONG BA,SBA.HM,VD,5000750043.0,VN000000SBA4
SONG HONG GARMENT,MSH.HM,VD,5058983632.0,VN000000MSH6
SOUTH BASIC CHEMICALS,CSV.HM,VD,5000951283.0,VN000000CSV8
SOUTHERN HYDROPOWER,SHP.HM,VD,5001150590.0,VN000000SHP9
SOUTHERN SEED,SSC.HM,VD,4297413711.0,VN000000SSC4
ST8 HOLDINGS JSC,ST8.HM,VD,4298093612.0,VN000000ST84
SUPERDONG FAST FERRY KIEN GIANG,SKG.HM,VD,5042953362.0,VN000000SKG2
TAI NGUYEN,TNT.HM,VD,5000740660.0,VN000000TNT7
TAICERA ENTERPRISE,TCR.HM,VD,4296301848.0,VN000000TCR4
TAN BINH IMPORT - EXPORT,TIX.HM,VD,4296780679.0,VN000000TIX9
TASECO AIR SERVICES,AST.HM,VD,5060002464.0,VN000000AST6
TAY NINH CABLE CAR TOUR,TCT.HM,VD,4296301753.0,VN000000TCT0
TAYA (VTM.)ELEC.W&C.,TYA.HM,VD,4298094394.0,VN000000TYA4
TECHNO - AGRICULTURAL SUPPLYING,TSC.HM,VD,4296345867.0,VN000000TSC2
TG.SON INV.&.CON. JSC,TSA.HM,VD,5058988694.0,VN000000TSA6
TG.THANH DEV.&. CONIV.,TTA.HM,VD,5076694090.0,VN000000TTA4
THAC BA HYDROPOWER,TBC.HM,VD,4298094711.0,VN000000TBC8
THAI DUONG PETROL JSC,TDG.HM,VD,5056397052.0,VN000000TDG5
THANG LNG.URD.&. CONIV.,TLD.HM,VD,5059716092.0,VN000000TLD5
THANH CONG TGT. IMTG.,TCM.HM,VD,4296974354.0,VN000000TCM5
THANH NAM GROUP,TNI.HM,VD,5040274984.0,VN000000TNI0
THE PAN GROUP,PAN.HM,VD,4298094202.0,VN000000PAN5
THE SOUTHERN FERTILIZER,SFG.HM,VD,5000762903.0,VN000000SFG2
THE STHN.RUB.INDUSTRY,CSM.HM,VD,5000099403.0,VN000000CSM7
